"","z1","z2","z3","z4","z5","m11","m12","m13","m14","m15","m21","m22","m23","m24","m25","a11","a12","a13","a14","a15","a21","a22","a23","a24","a25","a31","a32","a33","a34","a35","obj_cost","","","","","","",""
"102",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,6529530.50230816,97984.7753179456,1446000,6000,0.00106327513616153,0.000137994451427536,1.08162330489421e-05,1.09263383476778e-05
"103",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6530694.395536,93321.31602976,1186000,72000,0.0009742824029696,0.0001385763955456,2.24955449171623e-05,1.23562987546583e-05
"104",1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,6530876.62230816,96984.7753179456,1446000,96000,0.000967699137855739,0.000138386208291466,7.93601335859797e-06,1.07481953309304e-05
"105",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,6531267.11494698,97117.4963003535,1466000,0,0.001,9.110466029521e-05,2.9246900363901e-05,1.28858554508109e-05
"106",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,6531419.28230816,97964.5833179456,1460000,6000,0.00106201026324263,0.000138002282665492,9.41737918174894e-06,1.09273537414104e-05
"107",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,6531591.01436578,96876.6502508948,1670000,24000,0.00099212848202179,9.13013232152897e-05,6.44402323837899e-06,1.06026266540994e-05
"108",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,6531680.995536,97963.46002976,1424000,0,0.00108001416035753,0.000137999278494953,7.9890509404058e-06,1.31998651400101e-05
"109",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,6532374.635536,97209.30482976,1398000,48000,0.00098387867078469,9.11602835149899e-05,3.17947277263843e-05,1.21194099133634e-05
"110",1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,6532861.40238144,96967.3370507904,1566000,96000,0.00096772929628286,9.13578164014988e-05,6.91830449034258e-06,1.21012962610217e-05
"111",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,6533393.82929504,96962.8648713664,1618000,72000,0.000975793034032348,8.55026193937181e-05,6.67345526999559e-06,1.19389486429137e-05
"112",1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,6533790.42694698,97134.1475003535,1310000,96000,0.000967441251346678,0.000139024809205392,2.17883761367929e-05,1.18877601747114e-05
"113",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,6533804.52708864,96968.6463527424,1578000,24000,0.000991943892280927,9.13586082071839e-05,1.38313988556529e-05,1.28451229033146e-05
"114",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,6534655.635257,97964.68603162,1463000,6000,0.00106201669878083,0.00013800224282099,9.50139486773682e-06,1.08715335462928e-05
"115",1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,6534671.730536,97982.55512976,1423000,30000,0.00105523709003947,0.000137002986853104,8.41834460617807e-06,1.29990612916232e-05
"116",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,6534864.48848484,97963.5627434344,1427000,0,0.00108002246437205,0.000137999238653144,8.10908045448961e-06,1.31068356701556e-05
"117",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,6534883.6919184,96958.7420538774,1670000,24000,0.000991945770092953,8.35265986727707e-05,7.06281544194486e-06,1.30680397634097e-05
"118",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,6535422.48892571,97129.7804738286,1362000,0,0.001,0.000133319252136717,2.92772002062171e-05,1.28876229313597e-05
"119",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,6535719.11494698,97117.4963003535,1466000,72000,0.000975321956894483,9.110466029521e-05,2.18434874322459e-05,1.18987337265902e-05
"120",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,6535796.58769787,96888.5997620142,1566000,24000,0.000992138467366804,0.00013265541497987,6.44572103767158e-06,1.0601535842551e-05
"121",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,6536236.65451542,97942.7232258972,1454000,6000,0.00106071141602155,0.00013705748395012,7.95292030657094e-06,1.31067336976449e-05
"122",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,6536280.795536,97983.65202976,1410000,0,0.00108164627296776,0.000137991447786304,9.98856258367366e-06,1.31992057271839e-05
"123",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,6536453.90701536,96986.0846198976,1458000,0,0.001,0.000138386365076434,1.91507755879725e-05,1.06025784687205e-05
"124",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,6536545.7824496,97221.483850336,1294000,48000,0.000983880690317744,0.000133197744421423,3.18213189375087e-05,1.21208571208888e-05
"125",1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,6536557.18824528,97962.3852783648,1437000,30000,0.00105397192122595,0.000137030577242248,7.02050007886184e-06,1.30005023552085e-05
"126",1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,6536826.635536,97209.30482976,1398000,120000,0.000959223934654263,9.11602835149899e-05,2.43983068872561e-05,1.11332204681463e-05
"127",1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,6537082.9824496,96979.179850336,1462000,96000,0.000967708813696424,0.000132531134806499,6.91534826612676e-06,1.21015605800773e-05
"128",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,6537551.04238144,97967.3370507904,1566000,6000,0.00106328639918819,9.14460313500589e-05,9.37711086383837e-06,1.31572432227483e-05
"129",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,6537675.07634451,96872.28322437,1722000,0,0.001,8.55784487579339e-05,6.51959520210811e-06,1.06140936889215e-05
"130",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,6538026.33209815,96980.487652679,1474000,24000,0.00099195410186657,0.000132529408279626,1.38200499136487e-05,1.28468997316782e-05
"131",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,6538035.64507296,97217.361032847,1346000,0,0.001,0.000131229003004804,3.22118138494573e-05,1.32471363393058e-05
"132",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,6538798.3698684,96963.9866008773,1654000,48000,0.000983837883931045,8.55017690774286e-05,9.09199301815914e-06,9.84744184056515e-06
"133",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,6539105.27198656,96970.584853423,1566000,24000,0.000991955977523552,0.000124704522887739,7.06004320292229e-06,1.30695320131233e-05
"134",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,6539439.82238144,97947.1450507904,1580000,6000,0.00106202130339634,9.14442679323004e-05,7.97771127024775e-06,1.31587187027643e-05
"135",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,6539701.70824694,96825.4332516871,1522000,24000,0.000991934681067008,0.000138445898716752,5.80518779254465e-06,1.30353164599659e-05
"136",1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,6539793.55809411,97962.4878793726,1440000,30000,0.00105397835826821,0.000137030436865328,7.10442800155106e-06,1.29447399667915e-05
"137",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,6539874.48892571,97129.7804738286,1362000,72000,0.000975290791472069,0.000133319252136717,2.18644376478378e-05,1.18992545902425e-05
"138",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,6540076.03730816,97983.6784179456,1459000,6000,0.00106320643723522,0.00013700600185971,1.08147868726375e-05,1.0926393496664e-05
"139",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,6540288.23249176,96959.8637833883,1706000,0,0.001,8.35257711809259e-05,9.48255850057964e-06,1.09766154620232e-05
"140",1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,6540997.7824496,97221.483850336,1294000,120000,0.00095919478855045,0.000133197744421423,2.44155484073204e-05,1.1133421050197e-05
"141",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,6541650.06230816,93080.1353179456,1390000,48000,0.000983163505289298,0.000137899018672522,6.12207455648614e-06,9.83956867380964e-06
"142",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,6541772.6224496,97979.179850336,1462000,6000,0.0010632787497249,0.000132199113913324,9.37299197161111e-06,1.31585267524868e-05
"143",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,6541961.49501744,97963.5085665504,1473000,6000,0.00106194292374928,0.000137033592553256,9.41745178059326e-06,1.09274077990935e-05
"144",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,6542223.20824528,97962.3852783648,1437000,0,0.00107992726970244,0.000137030577242248,7.98909470453069e-06,1.31999002459287e-05
"145",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,6542487.64507296,97217.361032847,1346000,72000,0.00097531305134698,0.000131229003004804,2.48057292535513e-05,1.2259658393185e-05
"146",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,6542676.17533028,97947.2477644648,1583000,6000,0.00106202774006873,9.14442769043817e-05,8.0617434238914e-06,1.31028862296176e-05
"147",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,6542751.3024496,97204.832650336,1450000,24000,0.000991975362306099,8.53196525074201e-05,3.12164830872524e-05,1.30875596333909e-05
"148",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,6543661.4024496,97958.987850336,1476000,6000,0.00106201380530066,0.000132205751022612,7.9737607101007e-06,1.31600023186942e-05
"149",1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,6543817.12777115,96871.161494859,1686000,24000,0.0009921370521726,8.55793007670981e-05,4.98952726292396e-06,1.28576267416265e-05
"150",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,6544301.7029548,96968.4587803013,1602000,72000,0.000975780778825935,9.13568983916047e-05,8.90187487910841e-06,1.09109310043709e-05
"151",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,6544371.99494698,97134.1475003535,1310000,48000,0.000983866196942262,0.000139024809205392,2.88889604032907e-05,1.17577087774433e-05
"152",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,6544474.44708864,96968.6463527424,1578000,0,0.001,9.13586082071839e-05,1.7698330560808e-05,1.28564014541213e-05
"153",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,6544509.57875872,96971.7081416086,1602000,0,0.001,0.000124707711819469,9.48040297939369e-06,1.09750491329358e-05
"154",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,6544746.09371914,96892.9667885391,1514000,72000,0.000975955845121813,0.000138375203930954,6.05745734273424e-06,9.46889958327286e-06
"155",1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,6545008.08045442,97943.7763863039,1441000,30000,0.00105280420258837,0.000138006915164449,6.99604991367113e-06,1.29471327332716e-05
"156",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,6545106.0150191,96826.5565398727,1558000,0,0.001,0.000138448933014804,8.23029896145636e-06,1.09378789111062e-05
"157",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,6545197.86486627,97963.6111675582,1476000,6000,0.0010619493523694,0.000137033452174788,9.50137623051439e-06,1.08716482212999e-05
"158",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,6545406.71809411,97962.4878793726,1440000,0,0.0010799355647903,0.000137030436865328,8.10899387373796e-06,1.31069718004446e-05
"159",1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,6546016.715536,96983.65202976,1410000,144000,0.000951542241320115,0.000138383178217064,6.52979955981639e-06,1.09701604998179e-05
"160",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,6546624.58236578,96876.6502508948,1670000,48000,0.00098382331344144,9.13013232152897e-05,6.13134933356436e-06,9.48127872016972e-06
"161",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,6546826.330536,97982.55512976,1423000,0,0.00108155762818613,0.000137002986853104,9.98643543414765e-06,1.31992415418119e-05
"162",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,6546897.75539844,97959.0905640104,1479000,6000,0.00106202024120274,0.000132205717253709,8.05778270878916e-06,1.31041765940885e-05
"163",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,6546959.8402432,96984.961331712,1422000,72000,0.000975786626770819,0.000138383335044754,1.3441938103287e-05,1.17152230586111e-05
"164",1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,6547203.3024496,97204.832650336,1450000,96000,0.000967319491865776,8.53196525074201e-05,2.38197219551554e-05,1.2101324815778e-05
"165",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,6548039.00507296,96975.057032847,1514000,72000,0.000975804580287335,0.000130557445909108,6.67487908100572e-06,1.19392278500813e-05
"166",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,6548096.57738144,97966.2401507904,1579000,6000,0.00106321768815938,9.04568846460611e-05,9.37564831667036e-06,1.31573233603557e-05
"167",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,6548523.04922176,96980.3031385216,1498000,72000,0.000975750087579351,0.000132534232802758,8.89898288848631e-06,1.09092786185486e-05
"168",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,6548696.25209815,96980.487652679,1474000,0,0.001,0.000132529408279626,1.7682081017695e-05,1.2858163989065e-05
"169",1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,6548823.99494698,97134.1475003535,1310000,120000,0.000959158099308613,0.000139024809205392,2.1476531113196e-05,1.07693848720973e-05
"170",1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,6548840.90230816,97984.7753179456,1446000,30000,0.00105530524494664,0.000137994451427536,9.85984610315465e-06,1.07669405233799e-05
"171",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,6549598.83494698,97891.8435003535,1478000,6000,0.00106333520524596,0.000137980185484159,6.4433025197414e-06,1.27991150055979e-05
"172",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,6549670.60238144,93062.6970507904,1510000,48000,0.000983160350434539,8.88973609986097e-05,4.60622738435661e-06,1.21878442489856e-05
"173",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,6549982.03509072,97946.0702993952,1593000,6000,0.00106195395203504,9.04748944790376e-05,7.9777680847008e-06,1.31587972545928e-05
"174",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,6550102.15405442,97943.7763863039,1441000,0,0.00107842249028725,0.000138006915164449,7.95377826966442e-06,1.31093420681166e-05
"175",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,6550412.38722658,97944.8996744895,1477000,6000,0.00106077673294225,0.000138009919851144,9.39345730099949e-06,1.08736449147867e-05
"176",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,6550507.82929504,96962.8648713664,1618000,72000,0.00097578169531891,8.55026193937181e-05,7.8814002659156e-06,1.22624709271646e-05
"177",1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,6550706.355536,97983.65202976,1410000,54000,0.00104728193630342,0.000137991447786304,8.99236133049725e-06,1.20388078234386e-05
"178",1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,6550729.68230816,97964.5833179456,1460000,30000,0.00105403872931117,0.000138002282665492,8.46079510997416e-06,1.07679230627812e-05
"179",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,6550830.15569787,96888.5997620142,1566000,48000,0.000983825308552282,0.00013265541497987,6.13299915620504e-06,9.4803135868972e-06
"180",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,6550991.395536,97963.46002976,1424000,24000,0.00107204253502128,0.000137999278494953,7.03245590005574e-06,1.30404326332851e-05
"181",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,6551487.61494698,97871.6515003535,1492000,6000,0.00106206914368844,0.000137988021214869,5.04221821868589e-06,1.28005177379324e-05
"182",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,6551685.035536,97209.30482976,1398000,72000,0.000975845201135178,9.11602835149899e-05,3.08307113684429e-05,1.19587405203732e-05
"183",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,6552318.1574496,97978.082950336,1475000,6000,0.00106321004691569,0.00013121054301486,9.3715295551115e-06,1.31586068947774e-05
"184",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,6552335.7912561,96884.371791626,1618000,0,0.001,0.000130542145911452,6.52034538560037e-06,1.06099316760122e-05
"185",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,6552530.118832,96954.2698744534,1722000,0,0.001,7.76705213735792e-05,8.02600326177889e-06,1.32292733103648e-05
"186",1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,6552595.135536,97963.46002976,1424000,54000,0.00104601375239991,0.000137999278494953,7.59311549129993e-06,1.20400525284289e-05
"187",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,6552766.63379242,96875.5285213839,1634000,72000,0.000975951517007141,9.13022414516685e-05,4.60125932120515e-06,1.17246848982351e-05
"188",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,6553126.55509238,96809.1182727175,1678000,0,0.001,9.13436921562497e-05,6.77349339508921e-06,1.31954762838663e-05
"189",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,6553218.40493955,97946.172900403,1596000,6000,0.00106196038178816,9.04748028469497e-05,8.06170898457529e-06,1.31030254119685e-05
"190",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,6553359.755536,93079.01202976,1354000,72000,0.000974736096261441,0.000137895855607838,4.85861845129563e-06,1.23572262743168e-05
"191",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,6553443.31184512,96976.1803210326,1550000,48000,0.000983857642140708,0.000130560566898578,9.09623849133537e-06,9.84503911715916e-06
"192",1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,6553966.035257,97964.68603162,1463000,30000,0.00105404517320734,0.00013800224282099,8.54481179891799e-06,1.0712103034823e-05
"193",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,6554174.88848484,97963.5627434344,1427000,24000,0.00107205084739395,0.000137999238653144,7.1524864171185e-06,1.29474033305937e-05
"194",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,6554203.61515888,97957.9130989408,1489000,6000,0.00106194646199966,0.000131236941980682,7.97381747434123e-06,1.31600808751093e-05
"195",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,6554723.96789582,97871.7542140279,1495000,6000,0.00106207558527556,0.000137987981347501,5.12631827139766e-06,1.27446425742309e-05
"196",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,6555382.04507296,93070.417032847,1458000,0,0.001,0.000129741760572932,5.00918697249433e-06,1.33657847016052e-05
"197",1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,6555547.05451542,97942.7232258972,1454000,30000,0.00105273810290262,0.00013705748395012,6.99612273230029e-06,1.29472674352665e-05
"198",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,6555591.195536,97983.65202976,1410000,24000,0.00107367629038574,0.000137991447786304,9.03216467383113e-06,1.30398060755435e-05
"199",1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,6555831.48848484,97963.5627434344,1427000,54000,0.00104602020478406,0.000137999238653144,7.67713405336385e-06,1.19842305266035e-05
"200",1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,6555856.1824496,97221.483850336,1294000,72000,0.000975857427009852,0.000133197744421423,3.08585273405617e-05,1.1960391854731e-05
"201",1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,6556137.035536,97209.30482976,1398000,144000,0.000951190465004751,9.11602835149899e-05,2.34342905293147e-05,1.09725510751561e-05
